Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_damage,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,FAR_Description,Schedule,Purpose_of_flight,Air_carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_phase_of_flight,Report_Status,Publication_Date,Total_Injuries
20170804X75802,Accident,GAA17CA470,2017-07-30,"Carlsbad, CA",United States,033744N,1171633W,CRQ,MC CLELLAN-PALOMAR,Fatal,Substantial,Airplane,N497TC,Cessna,172,No,1.0,Reciprocating,091,,Instructional,"PINNACLE AVIATION ACADEMY, INC.",0,0,0,1,VMC,Unknown,"The student pilots improper landing flare in gusting wind conditions.
",25-09-2020,0
20170731X70626,Accident,WPR17LA177,2017-07-31,"Wells, NV",United States,004171N,1145511W,LWL,WELLS MUNI/HARRIET FIELD,Fatal,Substantial,Airplane,N70LA,Air Tractor,AT 802A,No,1.0,Turbo Prop,PUBU,,Firefighting,,0,0,0,1,VMC,Unknown,"The pilot's failure to maintain directional control during a period of thermal activity, which led to a runway excursion and impact with terrain.",25-09-2020,0
20170802X44356,Accident,WPR17LA176,2017-07-31,"Seattle, WA",United States,473255N,0122245W,,,Fatal,Substantial,Airplane,N957TA,Cessna,172S,No,1.0,Reciprocating,091,,Instructional,,0,2,0,0,VMC,Unknown,"The total loss of engine power due to oil starvation as a result of the loose right magneto, which allowed oil to escape and the engine to seize. Contributing to the accident was inadequate maintenance, which failed to identify the loose magneto bolt.",19-11-2020,2
20170808X22210,Accident,CEN17LA306,2017-07-31,"Denver, CO",United States,393419N,1045053W,APA,Centennial,Fatal,Substantial,Airplane,N2146R,Piper,PA 28-181,No,1.0,Reciprocating,091,,Personal,Aspen Flying Club,0,0,0,2,VMC,Unknown,The pilots failure to maintain directional control while landing.,,0
20170814X24811,Accident,DCA17WA174,2017-08-01,"Singapore, Senegal",Senegal,,,,,Fatal,Unknown,Airplane,9V-SQN,Boeing,777,No,,,NUSC,SCHD,,Singapore Airlines,0,3,3,213,UNK,Unknown,,25-09-2020,6
20170731X30722,Accident,WPR17LA172,2017-08-01,"Llano, CA",United States,034295N,1174935W,,,Fatal,Substantial,Airplane,N6109R,Cessna,T210F,No,1.0,Reciprocating,091,,Personal,,0,0,0,2,VMC,Unknown,"A failure of the turbocharger that resulted in complete depletion of the engine oil and catastrophic internal failure of the engine. Contributing to the accident was improper and/or incomplete maintenance and inspection of the turbocharger.
 

",25-09-2020,0
20170731X32913,Incident,WPR17IA173,2017-08-01,"Chandler, AZ",United States,033915N,1115537W,,,Fatal,Minor,Airplane,N8725,Columbia Aircraft Mfg,LC41 550FG,No,1.0,Reciprocating,091,,Business,Peter Spanganberg,0,0,0,4,VMC,Unknown,"The over-tensioning of the accessory belt, which resulted in damage to the starter adapter and subsequent loss of oil that led to oil starvation and catastrophic engine failure.",06-05-2021,0
20170801X12647,Accident,WPR17LA174,2017-08-01,"Brawley, CA",United States,003321N,1152711W,,,Fatal,Substantial,Airplane,N4913X,Rockwell International,S 2R,No,,Reciprocating,137,,Aerial Application,,0,0,0,1,VMC,Unknown,"The partial loss of engine power due to the overstress separation of three supercharger drive gear teeth.  
",25-09-2020,0
20170801X65228,Accident,WPR17LA175,2017-08-01,"Phoenix, AZ",United States,334112N,0112559W,DVT,Phoenix Deer Valley,Fatal,Substantial,Airplane,N6216L,Grumman,AA1,No,1.0,Reciprocating,091,,Personal,,0,0,2,0,VMC,Unknown,"The partial loss of engine power during initial climb due to the No. 3 cylinder exhaust valve becoming stuck open due to deposit buildup in the exhaust valve stem and guide and the pilots exceedance of the airplanes critical angle of attack while attempting to turn back to the airport, which resulted in an aerodynamic stall. ",25-09-2020,2
20170802X82400,Accident,CEN17FA297,2017-08-01,"Topeka, KS",United States,003947N,0953721W,TOP,Philip Billard Municipal Airpo,Fatal,Destroyed,Airplane,N22HW,Piper,PA30,No,2.0,Reciprocating,091,,Instructional,Individual,2,0,0,0,VMC,Unknown,The failure of the pilot and flight instructor to maintain aircraft control while maneuvering in the traffic pattern.,25-09-2020,2
20170803X61422,Incident,DCA17WA164,2017-08-01,"Frankfurt, Germany",Germany,,,,,Unknown,Unknown,Airplane,D-ABYS,Boeing,747,No,,,,,,,0,0,0,0,UNK,Unknown,,25-09-2020,0
20170803X93923,Accident,CEN17LA298,2017-08-01,"Bullard, TX",United States,032541N,0951723W,6X0,TARRANT FIELD,Fatal,Substantial,Airplane,N8879S,Cessna,150F,No,1.0,Reciprocating,091,,Instructional,,0,1,1,0,VMC,Unknown,"The partial loss of engine power due to carburetor icing and the pilot's inability to maintain adequate airspeed during the soft-field takeoff, which resulted in an exceedance of the airplane's critical angle-of-attack and an aerodynamic stall.",25-09-2020,2
20170810X12419,Incident,DCA17WA168,2017-08-01,"Tijuana, Mexico",Mexico,,,,,Fatal,Unknown,Airplane,N368AR,Boeing,737,No,2.0,,NUSC,SCHD,,Aeromexico,0,0,0,146,UNK,Unknown,,25-09-2020,0
20170803X72946,Accident,GAA17CA469,2017-08-02,"San Angelo, TX",United States,312124N,1002957W,SJT,SAN ANGELO RGNL/MATHIS FIELD,Fatal,Substantial,Airplane,N38HT,Air Tractor,AT 402,No,1.0,Turbo Prop,PUBU,,Aerial Application,USDA/ARS,0,0,0,1,VMC,Unknown,"The pilots failure to maintain directional control during the landing roll in crosswind conditions.
",25-09-2020,0
20170807X40213,Accident,GAA17CA473,2017-08-02,"Puntilla, AK",United States,615525N,0153125W,,,Fatal,Destroyed,Airplane,N9455C,Cessna,180,No,1.0,Reciprocating,091,,Personal,,0,0,0,1,VMC,Unknown,"The airplanes encounter with a downdraft while maneuvering at a low altitude, which resulted in the exceedance of the airplanes critical angle of attack and a subsequent aerodynamic stall.
",25-09-2020,0
20170807X41012,Accident,GAA17CA472,2017-08-02,"Skiatook, OK",United States,362119N,0096039W,2F6,SKIATOOK MUNI,Fatal,Substantial,Airplane,N95442,Mooney Aircraft Corp.,M20,No,1.0,Reciprocating,091,,Personal,,0,0,0,1,VMC,Unknown,"The pilot's improper decision to conduct the flight despite the fuel gauges indicating that there was insufficient fuel for the flight, which resulted in the low amount of fuel in the right tank becoming unported during the multiple turns, and his subsequent improper decision to switch to the nearly empty left tank, which led to a loss of engine power due to fuel starvation.",25-09-2020,0
20170810X63546,Accident,GAA17CA482,2017-08-02,"Kearney, NE",United States,040458N,0009903W,EAR,KEARNEY RGNL,Fatal,Substantial,Airplane,N91966,Cessna,172,No,1.0,Reciprocating,091,,Instructional,BEERS INVESTMENT GROUP INC,0,0,0,1,VMC,Unknown,"The pilots failure to maintain directional control of the airplane during the landing roll, which resulted in a runway excursion.
",25-09-2020,0
20170803X53614,Accident,CEN17LA301,2017-08-03,"Colorado Springs, CO",United States,384810N,1044256W,COS,CITY OF COLORADO SPRINGS MUNI,Fatal,Substantial,Airplane,N44562,Beech,D17S,No,1.0,Reciprocating,091,,Personal,,0,0,0,2,VMC,Unknown,The pilot's failure to maintain directional control during the landing roll with a quartering tailwind.,25-09-2020,0
20170805X74005,Accident,DCA17WA165,2017-08-03,"Medan, Indonesia",Indonesia,,,,,Unknown,Substantial,Airplane,PK-LJZ,Boeing,737,No,,,,,,,0,0,0,0,UNK,Unknown,,25-09-2020,0
20170803X23252,Accident,GAA17CA465,2017-08-04,"Salisbury, NC",United States,353845N,0803113W,KRUQ,ROWAN COUNTY,Fatal,Substantial,Airplane,N777NG,Czech Aircraft Works Spol Sro,SPORTCRUISER,No,1.0,Reciprocating,091,,Instructional,NMG AVIATION LLC,0,0,0,1,VMC,Unknown,"The physical interference of the student pilots headset control unit with the canopy, which prevented the canopy latches from seating properly and resulted in the canopy opening in flight and the subsequent hard landing.
",25-09-2020,0
20170804X11340,Accident,GAA17CA468,2017-08-04,"Moab, UT",United States,384347N,0109457W,CNY,CANYONLANDS FIELD,Fatal,Substantial,Airplane,N1214D,Cessna,170,No,1.0,Reciprocating,091,,Personal,,0,1,1,0,VMC,Unknown,"The pilots improper decision to depart in unfavorable weather conditions, which resulted in a hard, forced landing.
",25-09-2020,2
20170806X13056,Accident,CEN17LA303,2017-08-04,"Marshall, MO",United States,039544N,0931210W,MHL,Marshall Memorial Muni,Fatal,Substantial,Airplane,N3047J,Cessna,A188B,No,1.0,Reciprocating,137,,Aerial Application,,0,0,0,1,VMC,Unknown,"The pilot's inability to accurately monitor the airplane's airspeed after takeoff due to an inoperative airspeed indicator, which resulted in the pilot's failure to maintain adequate airspeed and his exceedance of the airplane's critical angle of attack and the subsequent aerodynamic stall/mush and degraded climb performance.",25-09-2020,0
20170808X65046,Accident,GAA17CA475,2017-08-04,"Willow, AK",United States,061362N,0150541W,,,Fatal,Substantial,Airplane,N5236D,Cessna,180,No,1.0,Reciprocating,091,,Personal,,0,0,0,3,VMC,Unknown,"The pilots improper landing flare while landing on water with glassy water conditions, which resulted in the airplane nosing over.
",25-09-2020,0
20170809X31619,Accident,CEN17WA308,2017-08-04,"Dunaujvaros, Hungary",Hungary,047290N,0019310E,LHDV,Dunaujvaros,Fatal,Destroyed,Airplane,HA-KYL,American Champion,8GCBC,No,,Reciprocating,NUSN,,Personal,Malev Repuloklub,0,0,0,1,VMC,Unknown,,25-09-2020,0
20170816X82925,Accident,GAA17CA490,2017-08-04,"Mulino, OR",United States,451253N,1223520W,4S9,MULINO STATE,Fatal,Substantial,Airplane,N9829B,Cessna,208,No,1.0,Turbo Prop,091,,Skydiving,KAPOWSIN AIR SPORTS LTD,0,0,0,1,VMC,Unknown,"The pilot's improper landing flare, which resulted in a bounced landing.

 
",25-09-2020,0
20170810X40641,Accident,CEN17WA310,2017-08-04,"Berghaus Diavolezza, Eswatini",Eswatini,462432N,0095229E,,,Fatal,Substantial,Airplane,HB-PER,Piper,PA28,No,,,,,,Motorfluggruppe Oberengadin,3,0,1,0,UNK,Unknown,,25-09-2020,4
20170805X53350,Accident,GAA17CA471,2017-08-05,"Nampa, ID",United States,433455N,1163128W,MAN,NAMPA MUNI,Fatal,Substantial,Airplane,N1227G,Champion,7ACA,No,1.0,Reciprocating,091,,Personal,William Snethen,0,0,0,2,VMC,Unknown,"The pilots failure to maintain directional control during the landing roll and the flight instructors use of excessive braking, which led to a nose-over. 
",25-09-2020,0
20170806X32149,Accident,ERA17LA268,2017-08-05,"Mount Sterling, KY",United States,038210N,0834758W,,,Fatal,Substantial,Airplane,N89738,Cessna,140,No,1.0,Reciprocating,091,,Personal,,0,0,1,0,VMC,Unknown,A total loss of engine power for reasons that could not be determined based on the available information.,,1
20170808X70221,Accident,ANC17LA042,2017-08-05,"Palmer, AK",United States,623119N,1483514W,,,Fatal,Substantial,Airplane,N6523T,Beech,19A,No,1.0,Reciprocating,091,,Personal,,0,0,0,2,VMC,Unknown,"The pilot's selection of unsuitable terrain for landing, which resulted in the right main landing (MLG) tire impacting a rock and the subsequent loss of directional control and collapse of the right MLG.",25-09-2020,0
20170808X75349,Accident,GAA17CA476,2017-08-05,"Drexel, MO",United States,383225N,0943338W,,,Fatal,Substantial,Airplane,N8226U,Cessna,172,No,1.0,Reciprocating,091,,Personal,,0,0,0,1,VMC,Unknown,"The pilots failure to maintain adequate airspeed and his exceedance of the airplanes critical angle of attack, which resulted in an aerodynamic stall.",25-09-2020,0
20170813X71654,Accident,DCA17LA173,2017-08-05,"East Hampton, NY",United States,004117N,0714130W,,,Fatal,Unknown,Airplane,N276AY,Airbus,330,No,2.0,Turbo Fan,121,SCHD,,"American Airlines, Inc",0,10,1,6,IMC,Unknown,an inadvertent encounter with convective turbulence.,25-09-2020,11
20170806X05027,Accident,WPR17LA180,2017-08-06,"Pocatello, ID",United States,425421N,1123527W,PIH,POCATELLO RGNL,Fatal,Substantial,Airplane,N410NA,Lockheed,P2V 5F,No,4.0,Reciprocating,PUBU,,Firefighting,NEPTUNE AVIATION SERVICES INC,0,0,0,3,VMC,Unknown,"Maintenance personnel's failure to secure hardware, which resulted in an uncommanded upward deflection of the left elevator and aft movement of the control yoke and inhibited the flight crew from adjusting the airplane's pitch attitude in flight. Contributing to the accident was the lack of maintenance oversight, which should have identified the unsecured hardware before flight.

 

 
",25-09-2020,0
20170806X32829,Accident,ERA17LA267,2017-08-06,"Pittstown, NJ",United States,402427N,0745758W,N40,Sky Manor,Fatal,Substantial,Airplane,N56884,Piper,PA28,No,1.0,Reciprocating,091,,Personal,,0,1,2,0,VMC,Unknown,"The student pilot's improper decision to conduct a night flight and his failure to maintain adequate altitude during the approach, which resulted in controlled flight into trees and terrain. Contributing to the accident was the student pilot's lack of total and recent night flight experience.",25-09-2020,3
20170811X82154,Incident,DCA17WA172,2017-08-08,"Madrid, Spain",Spain,,,,,Unknown,Unknown,Airplane,N825AA,Boeing,787-9,No,,,121,SCHD,,,0,0,0,0,UNK,Unknown,,25-09-2020,0
20170814X30056,Incident,DCA17WA175,2017-08-08,"Middlemount, Australia",Australia,,,,,Fatal,Unknown,Airplane,VH-JGB,Embraer,EMB135,No,2.0,,NUSC,SCHD,,JetGo,0,0,0,26,UNK,Unknown,,25-09-2020,0
20170908X01831,Accident,ERA17RA315,2017-08-08,"Eteringbang, Guyana",Guyana,064242N,0061656W,,,Fatal,Substantial,Airplane,8R-GPR,Cessna,U206,No,1.0,Reciprocating,NUSC,NSCH,,Wings Aviation Limited,0,0,1,0,VMC,Unknown,,25-09-2020,1
20180325X55430,Incident,DCA17WA225,2017-08-08,"Dubai, Turks And Caicos",Turks And Caicos,,,,Dubai,Unknown,Minor,Airplane,A6-FDS,Boeing,737,No,,,NUSC,SCHD,,Fly Dubai,0,0,0,0,UNK,Unknown,,25-09-2020,0
20170810X14916,Accident,CEN17LA309,2017-08-09,"Galesburg, IL",United States,405823N,0901813W,,,Fatal,Substantial,Airplane,N528MB,Air Tractor,AT-802A,No,1.0,Turbo Prop,137,,Aerial Application,Lesco Aviation Inc.,0,0,0,1,VMC,Unknown,"
A total loss of engine power due to the fracture of a single 1st stage compressor rotor airfoil in high-cycle fatigue as a result of the erosion and thinning of the airfoil's leading edge. Contributing to the fractured airfoil and loss of engine power was the operators decision to operate the engine past the manufacturers recommended time between overhaul.",06-05-2021,0
20170810X44833,Accident,CEN17LA311,2017-08-09,"Wellston, OH",United States,039730N,0823218W,,,Fatal,Substantial,Airplane,N5274Q,Cessna,172S,No,1.0,Reciprocating,091,,Aerial Observation,KCSI TEXAS INC,0,2,0,0,VMC,Unknown,"The failure of a connecting rod small end bushing, which resulted in a loss of engine power.",25-09-2020,2
20170811X41951,Accident,GAA17CA483,2017-08-09,"Cairo, IL",United States,037351N,0891310W,CIR,CAIRO RGNL,Fatal,Substantial,Airplane,N4986S,Rockwell International,114,No,1.0,Reciprocating,091,,Personal,,0,0,0,1,VMC,Unknown,"The pilot's failure to extend the landing gear before landing, which resulted in a gear-up landing and a runway overrun.",25-09-2020,0
20170813X45713,Accident,CEN17FA315,2017-08-09,"Las Vegas, NM",United States,352913N,1043537W,NM53,SAN MIGUEL RANCH,Fatal,Substantial,Airplane,N3664Z,Piper,PA 22-150,No,1.0,Reciprocating,091,,Personal,,1,0,0,0,VMC,Unknown,"The pilot's impairment or incapacitation by symptoms of an acute cardiac event, which resulted in a loss of control.",25-09-2020,1
20170823X72501,Accident,GAA17CA506,2017-08-09,"Camas, WA",United States,453740N,1222415W,1W1,GROVE FIELD,Fatal,Substantial,Airplane,N6048H,Piper,J3C,No,1.0,Reciprocating,091,,Instructional,,0,0,0,1,VMC,Unknown,The pilot receiving instructions failure to maintain directional control during landing.,,0
20170810X65552,Incident,DCA17WA171,2017-08-10,"Bacau, Romania",Romania,,,,,Fatal,Unknown,Airplane,YR-BAJ,Boeing,737,No,,,NUSC,SCHD,,Blue Air- Airline Management Solutions,0,0,0,164,UNK,Unknown,,25-09-2020,0
20170811X32009,Accident,GAA17CA484,2017-08-10,"Ocean City, NJ",United States,391549N,0743627W,26N,OCEAN CITY MUNI,Fatal,Substantial,Airplane,N211BP,Construcciones Aeronauticas Sa,C.A.S.A. 1.131,No,1.0,Reciprocating,091,,Personal,,0,0,0,1,VMC,Unknown,"The pilots failure to maintain directional control during the landing roll.
",25-09-2020,0
20170815X32207,Accident,ERA17LA324,2017-08-10,"Newman, GA",United States,331842N,0844611W,CCO,NEWNAN COWETA COUNTY,Fatal,Substantial,Airplane,N2100C,Cessna,195,No,1.0,Reciprocating,091,,Personal,,0,0,0,2,VMC,Unknown,"The improper rigging of the tailwheel assembly, which resulted in a loss of directional control during takeoff. Contributing to accident was the pilots decision to operate the airplane despite knowing it required excessive right rudder inputs for it to move straight ahead.",25-09-2020,0
20170821X51035,Accident,ANC17WA045,2017-08-10,"La Crete, Canada",Canada,,,,,Fatal,Substantial,Airplane,C-FWAS,Air Tractor,AT502,No,,,,,,,1,0,0,0,UNK,Unknown,,25-09-2020,1
20170920X03458,Accident,CEN17LA359,2017-08-10,"Raton, NM",United States,364433N,0104306W,RTN,Raton Municipal Airport,Fatal,Substantial,Airplane,N702N,Cirrus,SR22T,No,1.0,Reciprocating,091,,Personal,,0,1,1,0,VMC,Unknown,"The pilot's failure to maintain a proper descent rate, which resulted in a bounced landing, and his subsequent failure to attain a proper airspeed during an attempted go-around in shifting wind conditions, which resulted in an aerodynamic stall.",25-09-2020,2
20170811X12252,Accident,ERA17FA272,2017-08-11,"New Milford, CT",United States,413434N,0073283W,11N,Candlelight Farms,Fatal,Substantial,Airplane,N1727V,Cessna,172,No,1.0,Reciprocating,091,,Instructional,ARROW AVIATION LLC,1,0,2,0,VMC,Unknown,"The flight instructor's failure to ensure that the wing flaps were properly configured for takeoff, which resulted in an aerodynamic stall and loss of control during the initial climb.",25-09-2020,3
20170811X20414,Accident,WPR17LA183,2017-08-11,"West Jordan, UT",United States,403624N,1115955W,U42,South Valley Regional Airport,Fatal,Substantial,Airplane,N33732,Piper,PA 28R-200,No,1.0,Reciprocating,091,,Personal,,0,2,0,2,VMC,Unknown,"The pilot's failure to account for operation at  high density altitude at or near the airplanes maximum gross weight, which led to degraded engine performance and prevented the airplane from achieving an adequate airspeed for a positive rate of climb, resulting in a forced off-airport landing. ",19-11-2020,2
20170814X13131,Accident,CEN17LA316,2017-08-11,"Adrian, MI",United States,414945N,0084428W,ADG,LENAWEE COUNTY,Fatal,Substantial,Airplane,N249KC,Navion,NAVION G,No,1.0,Reciprocating,091,,Instructional,"Skywalker Flight School, LLC.",0,0,2,0,VMC,Unknown,"A leak in the gascolator, which allowed air to enter the fuel system and resulted in a partial loss of engine power.",25-09-2020,2
20170815X55733,Accident,GAA17CA489,2017-08-11,"Axtell, KS",United States,395215N,0961533W,,,Fatal,Substantial,Airplane,N4189V,Cessna,170,No,1.0,Reciprocating,091,,Personal,,0,0,0,2,VMC,Unknown,"The pilot's exceedance of the airplane's critical angle of attack during a go-around. Contributing to the accident was the pilot's decision to attempt to close a passenger door during a critical phase of flight.
",25-09-2020,0
20170813X83631,Accident,GAA17CA492,2017-08-12,"Quitman, MS",United States,032224N,0884341W,23M,CLARKE COUNTY,Fatal,Substantial,Airplane,N147DD,Cessna,182,No,1.0,Reciprocating,091,,Instructional,,0,1,0,0,VMC,Unknown,The student pilots failure to maintain directional control during takeoff in gusting wind conditions after passing a large hill.,,1
20170814X50540,Accident,GAA17CA485,2017-08-12,"Sparta, MI",United States,043742N,0854036W,8D4,PAUL C MILLER-SPARTA,Fatal,Substantial,Airplane,N52450,Cessna,182,No,1.0,Reciprocating,091,,Personal,,0,0,0,3,VMC,Unknown,"The pilots improper landing flare, which resulted in a hard landing.
",25-09-2020,0
20170821X41707,Accident,CEN17LA323,2017-08-12,"Ashland, OH",United States,405135N,0821834W,3G4,Ashland County Airport,Fatal,Substantial,Airplane,N243CC,North American,SNJ-4,No,1.0,Reciprocating,091,,Personal,Pilot,0,1,1,0,VMC,Unknown,"The pilots improper recovery from a bounced landing, which resulted in a loss of directional control. ",25-09-2020,2
20170813X83232,Accident,GAA17CA486,2017-08-13,"Nashville, TN",United States,361057N,0865313W,JWN,JOHN C TUNE,Fatal,Substantial,Airplane,N305EF,Cessna,L19,No,1.0,Reciprocating,091,,Personal,,0,0,0,1,VMC,Unknown,"The pilots improper landing flare in crosswind conditions, which resulted in a bounced landing, and his subsequent failure to maintain directional control during the landing roll. 
",25-09-2020,0
20170813X83417,Accident,ERA17LA275,2017-08-13,"Salisbury, CT",United States,004226N,0073262W,,,Fatal,Substantial,Airplane,N98550,Piper,J3C,No,1.0,Reciprocating,091,,Instructional,BERKSHIRE AVIATION ENTERPRISES INC,0,2,0,0,VMC,Unknown,"An improper replacement of the crankshaft by maintenance personnel, which resulted in a failure of the crankshaft gear and total loss of engine power.",25-09-2020,2
20170814X31931,Incident,DCA17WA176,2017-08-13,"London, United Kingdom",United Kingdom,,,,,Fatal,Unknown,Airplane,N1608,Boeing,767 332,No,2.0,Turbo Fan,121,SCHD,,Delta Air Lines,0,1,0,218,UNK,Unknown,,25-09-2020,1
20170814X23606,Accident,GAA17CA487,2017-08-14,"Chandler, AZ",United States,033169N,1114840W,CHD,CHANDLER MUNI,Fatal,Substantial,Airplane,N915PA,Piper,PA28,No,1.0,Reciprocating,091,,Instructional,TransPac Aviation Academy,0,0,0,1,VMC,Unknown,The student pilot's failure to maintain directional control during landing.,25-09-2020,0
20170815X10948,Accident,CEN17LA317,2017-08-14,"Beckville, TX",United States,321437N,0942721W,,,Fatal,Substantial,Airplane,N2591A,Piper,PA22,No,1.0,Reciprocating,091,,Aerial Observation,,0,1,0,0,VMC,Unknown,"A stuck exhaust valve, which resulted in the failure of the valve and a loss of engine power. Contributing to the valve failure and loss of engine power was the extended time since the last overhaul.",25-09-2020,1
20170815X40531,Accident,ANC17LA043,2017-08-14,"Juneau, AK",United States,058211N,1344128W,,,Fatal,Substantial,Airplane,N745KP,Cessna,T207,No,1.0,Reciprocating,135,SCHD,,"Kalinin Aviation, LLC",0,0,0,5,VMC,Unknown,The total loss of engine power due to fuel starvation.  ,,0
20170822X72358,Accident,ANC17WA048,2017-08-14,"Zemyo, Japan",Japan,343936N,0013600E,,,Fatal,Destroyed,Airplane,N702AV,Socata,TBM 700,No,1.0,Turbo Prop,NUSN,,,,2,0,0,0,UNK,Unknown,,25-09-2020,2
20170815X75032,Accident,ERA17LA277,2017-08-15,"Canton, GA",United States,341844N,0842520W,CNI,CHEROKEE COUNTY,Fatal,Substantial,Airplane,N2804T,Piper,PA28,No,1.0,Reciprocating,091,,Instructional,,0,2,0,0,VMC,Unknown,Maintenance personnel's failure to ensure the proper throttle linkage travel clearance after the installation of an exhaust system.,,2
20170816X35104,Accident,DCA17CA181,2017-08-15,"Queens, NY",United States,403852N,0734556W,JFK,JOHN F KENNEDY INTL,Fatal,Substantial,Airplane,N175AN,Boeing,757,No,2.0,Turbo Fan,121,SCHD,,American Airlines,0,0,0,295,VMC,Unknown,the Delta B737 captain's failure to maintain proper clearance between his airplane and the stopped American B757.,25-09-2020,0
20170818X21225,Accident,CEN17WA320,2017-08-15,"Vejer de la Frontera, Spain",Spain,,,,,Fatal,Substantial,Airplane,EC-EHB,Piper,PA36,No,,,UNK,,,Martinez Ridao Aviacion SL,1,0,0,0,UNK,Unknown,,25-09-2020,1
20170816X21337,Accident,ERA17FA279,2017-08-16,"Philipp, MS",United States,334526N,0901532W,,,Fatal,Substantial,Airplane,N6082B,Air Tractor,AT502,No,1.0,Turbo Prop,137,,Aerial Application,MIDWAY-AIR,1,0,0,0,IMC,Unknown,"The pilot's improper decision to attempt a visual flight rules flight in instrument meteorological conditions, below a low overcast ceiling, which resulted in controlled flight into terrain.",25-09-2020,1
20170817X00519,Accident,GAA17CA494,2017-08-17,"Moses Lake, WA",United States,047831N,1191416W,W20,MOSES LAKE MUNI,Fatal,Substantial,Airplane,N8230S,Aerotechnik,L 13 SEH VIVAT,No,1.0,Reciprocating,091,,Personal,,0,0,0,1,VMC,Unknown,"The pilot's improper takeoff configuration due to his failure to follow the pretakeoff checklist, which resulted in a loss of lift and collision with obstacles.

 
",25-09-2020,0
20170821X02642,Accident,GAA17CA501,2017-08-17,"Tyonek, AK",United States,605722N,1513820W,,,Fatal,Substantial,Airplane,N7678D,Piper,PA18,No,1.0,Reciprocating,091,,Personal,,0,0,0,1,VMC,Unknown,"The pilots use of excessive braking during the landing roll, which resulted in a nose-over.
",25-09-2020,0
20170821X51710,Accident,ANC17LA046,2017-08-17,"Talkeetna, AK",United States,624148N,0148555W,AK61,STEPHAN LAKE LODGE,Fatal,Substantial,Airplane,N32LF,Thrush,S2R,No,1.0,Turbo Prop,091,,Business,"Glenn Air, Inc.",0,0,0,1,VMC,Unknown,"The pilot's improper landing in the tailwheel-equipped airplane, which allowed an excessive load on the tailwheel and resulted in the subsequent component fracture, loss of control, runway excursion, and impact with terrain.

",25-09-2020,0
20170824X40210,Accident,CEN17LA328,2017-08-17,"Gonzales, LA",United States,030914N,0905616W,REG,LOUISIANA RGNL,Fatal,Substantial,Airplane,N48TZ,Beech,A36,No,1.0,Reciprocating,091,,Instructional,GULF CENTRAL AVIATION LLC,0,0,0,2,VMC,Unknown,"A partial loss of engine power due to inadequate maintenance, including worn spark plugs and a leaking fuel hose fitting. 
",25-09-2020,0
20170818X21238,Accident,ERA17LA280,2017-08-18,"Quinton, VA",United States,372950N,0077857W,W96,NEW KENT COUNTY,Fatal,Substantial,Airplane,N319TA,Costruzioni Aeronautiche Tecna,P2004 BRAVO,No,1.0,Reciprocating,091,,Instructional,New Kent Flight Center LLC,1,1,0,0,VMC,Unknown,"The flight instructor and commercial pilot's inadequate preflight inspection, which resulted in water contamination of the fuel supply, and a total loss of engine power.",25-09-2020,2
20170819X80523,Accident,GAA17CA504,2017-08-18,"Centerville, TN",United States,355017N,0872643W,GHM,CENTERVILLE MUNI,Fatal,Substantial,Airplane,N4859N,Boeing,E75,No,1.0,Reciprocating,091,,Instructional,,0,0,0,2,VMC,Unknown,"The pilot receiving instructions failure to maintain directional control during the landing roll and the flight instructors delayed remedial action.
",25-09-2020,0
20170819X81140,Accident,ERA17LA282,2017-08-18,"Fairhope, AL",United States,303123N,0875412W,CQF,H L SONNY CALLAHAN,Fatal,Substantial,Airplane,N9176L,Bellanca,7ACA,No,1.0,Reciprocating,091,,Personal,,0,1,0,1,VMC,Unknown,A total loss of engine power for reasons that could not be determined because postaccident examination and a test run of the engine did not reveal any evidence of mechanical malfunctions or failures that would have precluded normal operation.,25-09-2020,1
20170821X20801,Accident,ANC17LA052,2017-08-18,"Aniak, AK",United States,613454N,1593236W,ANI,ANIAK,Fatal,Substantial,Airplane,N92DC,Cessna,A185,No,1.0,Reciprocating,091,,Business,,0,0,0,4,VMC,Unknown,"The pilot's inadequate preflight inspection, which failed to detect a crack in the propeller blade, which led to the separation of a section of a propeller blade due to fatigue.",25-09-2020,0
20170822X20348,Accident,CEN17LA324,2017-08-18,"Sweetwater, TX",United States,322818N,0100289W,SWW,Avenger Field Airport,Fatal,Substantial,Airplane,N82912,Piper,PA 18-150,No,1.0,Reciprocating,PUBU,,Public Aircraft - Federal,USDA-APHIS-WS,0,0,0,2,VMC,Unknown,"The pilot's improper landing flare, which resulted in a hard landing and the overstress failure of the right main landing gear.",25-09-2020,0
20170819X44220,Accident,ERA17WA289,2017-08-19,"Naiguata, Venezuela",Venezuela,103850N,0664431W,,,Fatal,Substantial,Airplane,YV3191,Learjet,25,No,2.0,Turbo Jet,NUSN,,,EL MARSHALL,5,0,0,0,VMC,Unknown,,25-09-2020,5
